what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842041
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842043
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842045
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842130
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842133
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842220
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842223
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842225
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842234
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842236
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842237
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842239
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842258
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842259
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842351
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842357
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842360
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842366
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842369
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842372
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842375
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460842377
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460846858
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460846861
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460846957
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460846975
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460846986
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460846988
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460846990
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460846992
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460846995
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460846999
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847001
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847003
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847005
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847007
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847036
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847037
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847243
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847273
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847275
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847276
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847277
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847312
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847314
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847335
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847337
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847338
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847345
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847349
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847356
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847361
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847363
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847365
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847369
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847372
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847374
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847377
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847382
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847385
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847395
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847399
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847405
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847408
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847410
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847411
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847419
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847460
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847526
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847527
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847529
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847530
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847532
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847533
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847534
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847536
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847537
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847538
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847544
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847545
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847597
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847598
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847599
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847600
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847607
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847609
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847685
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847687
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847688
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847689
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847689
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847702
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847705
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847825
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847828
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847840
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847843
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847850
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847854
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847858
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847861
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847864
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847898
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847899
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847996
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460847998
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848000
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848002
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848004
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848005
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848007
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848009
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848012
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848014
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848020
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848022
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848102
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848104
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848105
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848107
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848109
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848112
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848121
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848124
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848195
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848197
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848199
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848200
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848208
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848210
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848277
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848279
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848282
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848284
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848286
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848312
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848314
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848457
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848459
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848460
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848462
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848463
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848465
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848466
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848468
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848469
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848471
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848472
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848483
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848484
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848569
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848570
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848572
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848573
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848575
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848576
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848577
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848589
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848590
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848685
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848690
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848695
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848702
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848704
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848707
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848711
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848716
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848732
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848733
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848804
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848806
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848808
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848809
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848810
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848812
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848813
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848821
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848822
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848902
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848903
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848905
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848906
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848907
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848909
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848910
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848911
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848930
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848931
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848994
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848996
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1451460848997
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1451502889277
started,bundle,org.eclipse.osgi,3.10.1.v20140909-1633,"org.eclipse.osgi",1451502889279
started,bundle,org.eclipse.equinox.simpleconfigurator,1.1.0.v20131217-1203,"org.eclipse.equinox.simpleconfigurator",1451502889280
started,bundle,com.ibm.icu,52.1.0.v201404241930,"com.ibm.icu",1451502889280
started,bundle,org.apache.felix.gogo.command,0.10.0.v201209301215,"org.apache.felix.gogo.command",1451502889281
started,bundle,org.apache.felix.gogo.runtime,0.10.0.v201209301036,"org.apache.felix.gogo.runtime",1451502889281
started,bundle,org.apache.felix.gogo.shell,0.10.0.v201212101605,"org.apache.felix.gogo.shell",1451502889282
started,bundle,org.eclipse.compare.core,3.5.400.v20130903-0736,"org.eclipse.compare.core",1451502889285
started,bundle,org.eclipse.core.contenttype,3.4.200.v20140207-1251,"org.eclipse.core.contenttype",1451502889285
started,bundle,org.eclipse.core.databinding.observable,1.4.1.v20140210-1835,"org.eclipse.core.databinding.observable",1451502889286
started,bundle,org.eclipse.core.expressions,3.4.600.v20140128-0851,"org.eclipse.core.expressions",1451502889287
started,bundle,org.eclipse.core.filebuffers,3.5.400.v20140127-1516,"org.eclipse.core.filebuffers",1451502889287
started,bundle,org.eclipse.core.filesystem,1.4.100.v20140514-1614,"org.eclipse.core.filesystem",1451502889287
started,bundle,org.eclipse.core.jobs,3.6.0.v20140424-0053,"org.eclipse.core.jobs",1451502889288
started,bundle,org.eclipse.core.net,1.2.200.v20140124-2013,"org.eclipse.core.net",1451502889288
started,bundle,org.eclipse.core.resources,3.9.1.v20140825-1431,"org.eclipse.core.resources",1451502889288
started,bundle,org.eclipse.core.runtime,3.10.0.v20140318-2214,"org.eclipse.core.runtime",1451502889288
started,bundle,org.eclipse.core.runtime.compatibility,3.2.200.v20140128-0851,"org.eclipse.core.runtime.compatibility",1451502889288
started,bundle,org.eclipse.core.variables,3.2.800.v20130819-1716,"org.eclipse.core.variables",1451502889288
started,bundle,org.eclipse.debug.core,3.9.1.v20140805-1629,"org.eclipse.debug.core",1451502889288
started,bundle,org.eclipse.debug.ui,3.10.1.v20140822-1408,"org.eclipse.debug.ui",1451502889288
started,bundle,org.eclipse.e4.core.commands,0.10.2.v20140424-2344,"org.eclipse.e4.core.commands",1451502889289
started,bundle,org.eclipse.e4.core.contexts,1.3.100.v20140407-1019,"org.eclipse.e4.core.contexts",1451502889289
started,bundle,org.eclipse.e4.core.di,1.4.0.v20140414-1837,"org.eclipse.e4.core.di",1451502889290
started,bundle,org.eclipse.e4.core.di.extensions,0.12.0.v20140417-2033,"org.eclipse.e4.core.di.extensions",1451502889290
started,bundle,org.eclipse.e4.core.services,1.2.1.v20140808-1251,"org.eclipse.e4.core.services",1451502889290
started,bundle,org.eclipse.e4.ui.bindings,0.10.200.v20140424-2042,"org.eclipse.e4.ui.bindings",1451502889290
started,bundle,org.eclipse.e4.ui.css.swt,0.11.101.v20140818-1343,"org.eclipse.e4.ui.css.swt",1451502889290
started,bundle,org.eclipse.e4.ui.css.swt.theme,0.9.300.v20140424-2042,"org.eclipse.e4.ui.css.swt.theme",1451502889290
started,bundle,org.eclipse.e4.ui.di,1.0.0.v20140328-2112,"org.eclipse.e4.ui.di",1451502889290
started,bundle,org.eclipse.e4.ui.model.workbench,1.1.0.v20140512-1820,"org.eclipse.e4.ui.model.workbench",1451502889290
started,bundle,org.eclipse.e4.ui.services,1.1.0.v20140328-1925,"org.eclipse.e4.ui.services",1451502889291
started,bundle,org.eclipse.e4.ui.workbench,1.2.1.v20140901-1244,"org.eclipse.e4.ui.workbench",1451502889291
started,bundle,org.eclipse.e4.ui.workbench.addons.swt,1.1.1.v20140903-0821,"org.eclipse.e4.ui.workbench.addons.swt",1451502889291
started,bundle,org.eclipse.e4.ui.workbench.renderers.swt,0.12.1.v20140903-1023,"org.eclipse.e4.ui.workbench.renderers.swt",1451502889291
started,bundle,org.eclipse.e4.ui.workbench.swt,0.12.100.v20140530-1436,"org.eclipse.e4.ui.workbench.swt",1451502889291
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20140827-1444,"org.eclipse.ecf.filetransfer",1451502889291
started,bundle,org.eclipse.egit.core,3.4.1.201406201815-r,"org.eclipse.egit.core",1451502889291
started,bundle,org.eclipse.egit.ui,3.4.1.201406201815-r,"org.eclipse.egit.ui",1451502889291
started,bundle,org.eclipse.emf.common,2.10.1.v20140901-1043,"org.eclipse.emf.common",1451502889291
started,bundle,org.eclipse.emf.ecore,2.10.1.v20140901-1043,"org.eclipse.emf.ecore",1451502889291
started,bundle,org.eclipse.emf.ecore.xmi,2.10.1.v20140901-1043,"org.eclipse.emf.ecore.xmi",1451502889291
started,bundle,org.eclipse.equinox.app,1.3.200.v20130910-1609,"org.eclipse.equinox.app",1451502889291
started,bundle,org.eclipse.equinox.common,3.6.200.v20130402-1505,"org.eclipse.equinox.common",1451502889291
started,bundle,org.eclipse.equinox.console,1.1.0.v20140131-1639,"org.eclipse.equinox.console",1451502889292
started,bundle,org.eclipse.equinox.ds,1.4.200.v20131126-2331,"org.eclipse.equinox.ds",1451502889292
started,bundle,org.eclipse.equinox.event,1.3.100.v20140115-1647,"org.eclipse.equinox.event",1451502889292
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.300.v20131211-1531,"org.eclipse.equinox.p2.artifact.repository",1451502889293
started,bundle,org.eclipse.equinox.p2.core,2.3.0.v20131211-1531,"org.eclipse.equinox.p2.core",1451502889293
started,bundle,org.eclipse.equinox.p2.director,2.3.100.v20140224-1921,"org.eclipse.equinox.p2.director",1451502889293
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.1.0.v20131211-1531,"org.eclipse.equinox.p2.directorywatcher",1451502889294
started,bundle,org.eclipse.equinox.p2.engine,2.3.0.v20140506-1720,"org.eclipse.equinox.p2.engine",1451502889294
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20131119-0908,"org.eclipse.equinox.p2.extensionlocation",1451502889294
started,bundle,org.eclipse.equinox.p2.metadata,2.2.0.v20131211-1531,"org.eclipse.equinox.p2.metadata",1451502889294
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.100.v20131209-2144,"org.eclipse.equinox.p2.metadata.repository",1451502889294
started,bundle,org.eclipse.equinox.p2.operations,2.4.0.v20131119-0908,"org.eclipse.equinox.p2.operations",1451502889294
started,bundle,org.eclipse.equinox.p2.publisher,1.3.0.v20140911-0143,"org.eclipse.equinox.p2.publisher",1451502889295
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.1.200.v20140414-0825,"org.eclipse.equinox.p2.publisher.eclipse",1451502889295
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.200.v20131119-0908,"org.eclipse.equinox.p2.reconciler.dropins",1451502889295
started,bundle,org.eclipse.equinox.p2.repository,2.3.0.v20131211-1531,"org.eclipse.equinox.p2.repository",1451502889295
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.200.v20140512-1650,"org.eclipse.equinox.p2.touchpoint.eclipse",1451502889295
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.1.0.v20140408-1354,"org.eclipse.equinox.p2.transport.ecf",1451502889296
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.2.0.v20140422-1847,"org.eclipse.equinox.p2.ui.sdk.scheduler",1451502889296
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20131119-0908,"org.eclipse.equinox.p2.updatechecker",1451502889296
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.400.v20131211-1531,"org.eclipse.equinox.p2.updatesite",1451502889296
started,bundle,org.eclipse.equinox.preferences,3.5.200.v20140224-1527,"org.eclipse.equinox.preferences",1451502889296
started,bundle,org.eclipse.equinox.registry,3.5.400.v20140428-1507,"org.eclipse.equinox.registry",1451502889296
started,bundle,org.eclipse.equinox.security,1.2.0.v20130424-1801,"org.eclipse.equinox.security",1451502889296
started,bundle,org.eclipse.equinox.util,1.0.500.v20130404-1337,"org.eclipse.equinox.util",1451502889296
started,bundle,org.eclipse.help,3.6.0.v20130326-1254,"org.eclipse.help",1451502889296
started,bundle,org.eclipse.help.base,4.0.200.v20140925-0400,"org.eclipse.help.base",1451502889296
started,bundle,org.eclipse.help.ui,4.0.100.v20140401-0608,"org.eclipse.help.ui",1451502889296
started,bundle,org.eclipse.jdt.apt.core,3.3.600.v20140311-1758,"org.eclipse.jdt.apt.core",1451502889296
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20131113-0353,"org.eclipse.jdt.apt.pluggable.core",1451502889296
started,bundle,org.eclipse.jdt.core,3.10.0.v20140902-0626,"org.eclipse.jdt.core",1451502889296
